chr	start	end	CpG	WJ01.N	WJ01.X	WJ02.N	WJ02.X	WJ03.N	WJ03.X	WJ04.N	WJ04.X	WJ05.N	WJ05.X	feature	distance	gene	transcript
chr10	5208074	5208234	5	153	73	175	82	205	88	185	80	175	71	Distal Intergenic	-13368	Syne1	NM_001079686
chr10	5215692	5215778	4	33	30	30	29	37	37	47	45	28	25	Distal Intergenic	-20986	Syne1	NM_001079686
chr10	5227281	5227404	3	55	52	60	58	67	66	67	66	58	56	Distal Intergenic	-32575	Syne1	NM_001079686
chr10	5227540	5227650	7	45	30	37	26	26	17	29	12	39	20	Distal Intergenic	-32834	Syne1	NM_001079686
chr10	5233209	5233295	4	55	52	54	48	42	39	68	63	58	54	Distal Intergenic	-38503	Syne1	NM_001079686
chr10	5305710	5305878	6	42	19	48	18	70	29	59	26	71	29	Distal Intergenic	-111004	Syne1	NM_001079686
chr10	5317445	5317580	4	23	21	30	23	37	33	27	22	30	22	Distal Intergenic	-122739	Syne1	NM_001079686
chr10	5317757	5317872	5	73	15	66	16	73	16	76	16	77	17	Distal Intergenic	-123051	Syne1	NM_001079686
chr10	5337691	5337739	3	43	31	66	51	61	50	62	49	61	51	3' UTR	-142985	Syne1	NM_001079686
chr10	5480341	5480517	6	39	13	42	20	35	18	54	28	49	33	Intron (NM_153399/Syne1, intron 2 of 31)	70175	Syne1	NM_153399
chr10	5489857	5490335	10	167	113	146	94	224	144	189	120	173	97	Intron (NM_153399/Syne1, intron 2 of 31)	60357	Syne1	NM_153399
chr10	5550094	5550504	22	166	97	164	90	224	125	197	120	217	130	Promoter (<=1kb)	188	Syne1	NM_153399
chr10	5550508	5550915	25	100	44	109	40	183	68	113	35	155	59	Promoter (<=1kb)	0	Syne1	NM_153399
chr10	5554924	5555006	3	100	16	89	24	89	19	109	32	116	35	Distal Intergenic	-4233	Syne1	NM_153399
chr10	5560771	5560900	3	44	19	44	24	58	32	59	31	62	31	Distal Intergenic	-10080	Syne1	NM_153399
chr10	5561042	5561252	4	NA	NA	22	16	NA	NA	24	12	28	15	Distal Intergenic	-10351	Syne1	NM_153399
chr10	5593608	5593759	5	141	47	124	29	156	38	151	37	149	33	Promoter (<=1kb)	0	Myct1	NM_026793
chr10	5599701	5599971	12	154	101	169	124	211	135	177	119	211	145	Intron (NM_026793/Myct1, intron 1 of 1)	5974	Myct1	NM_026793
chr10	5600039	5600286	8	143	61	147	60	185	77	188	71	157	77	Intron (NM_026793/Myct1, intron 1 of 1)	6312	Myct1	NM_026793
chr10	5600416	5600496	3	39	0	42	0	63	2	61	0	51	3	Intron (NM_026793/Myct1, intron 1 of 1)	6689	Myct1	NM_026793
chr10	5787169	5787275	4	48	4	64	6	60	3	57	4	77	9	Distal Intergenic	18190	Fbxo5	NM_025995
chr10	5790832	5791117	12	233	47	243	54	262	40	315	56	349	56	Distal Intergenic	14348	Fbxo5	NM_025995
chr10	5792044	5792468	15	67	55	52	42	92	78	82	69	53	51	Distal Intergenic	12997	Fbxo5	NM_025995
chr10	5803650	5803775	3	36	5	46	2	49	4	49	4	50	6	Promoter (1-2kb)	1690	Fbxo5	NM_025995
chr10	5804442	5804557	5	32	0	57	1	46	0	63	2	45	1	Promoter (<=1kb)	908	Fbxo5	NM_025995
chr10	5804689	5805090	21	194	6	272	10	314	10	208	2	363	9	Promoter (<=1kb)	375	Fbxo5	NM_025995
chr10	5805130	5805512	35	318	11	254	5	409	8	410	8	331	5	Promoter (<=1kb)	0	Fbxo5	NM_025995
chr10	5805528	5805934	28	109	3	152	2	157	0	221	3	180	4	Promoter (<=1kb)	-64	Fbxo5	NM_025995
chr10	5806081	5806385	17	41	4	NA	NA	54	2	62	3	40	1	Promoter (<=1kb)	-617	Fbxo5	NM_025995
chr10	5821593	5821706	3	27	23	34	29	49	37	34	25	36	29	Promoter (2-3kb)	2237	Mtrf1l	NM_175374
chr10	5822161	5822232	3	35	28	47	39	36	28	42	39	38	32	Promoter (1-2kb)	1711	Mtrf1l	NM_175374
chr10	5823318	5823378	4	NA	NA	25	4	27	0	26	1	NA	NA	Promoter (<=1kb)	565	Mtrf1l	NM_175374
chr10	5823487	5823858	40	394	6	322	9	381	12	313	7	428	19	Promoter (<=1kb)	85	Mtrf1l	NM_175374
chr10	5823866	5824212	22	130	0	153	1	161	3	151	1	165	2	Promoter (<=1kb)	0	Mtrf1l	NM_175374
chr10	5824246	5824604	19	109	3	107	2	185	0	148	1	134	1	Promoter (<=1kb)	-304	Mtrf1l	NM_175374
chr10	5824733	5824821	4	35	0	35	2	67	2	64	2	49	0	Promoter (<=1kb)	-791	Mtrf1l	NM_175374
chr10	5826851	5826975	3	32	21	37	21	43	27	37	20	43	28	Promoter (2-3kb)	-2909	Mtrf1l	NM_175374
chr10	5841304	5841420	4	NA	NA	29	6	45	12	NA	NA	NA	NA	Exon (NM_001161822/Rgs17, exon 5 of 6)	-17362	Mtrf1l	NM_175374
chr10	5857892	5858116	6	79	55	86	51	64	42	69	45	91	61	Intron (NM_001161822/Rgs17, intron 3 of 5)	-33950	Mtrf1l	NM_175374
chr10	5858289	5858467	7	227	184	203	170	248	201	226	191	218	175	Intron (NM_001161822/Rgs17, intron 3 of 5)	-34347	Mtrf1l	NM_175374
chr10	5920160	5920344	5	90	64	111	99	133	98	142	108	119	94	Promoter (2-3kb)	2056	Rgs17	NM_001161822
chr10	5920478	5920715	7	172	156	163	146	191	178	180	164	178	161	Promoter (1-2kb)	1685	Rgs17	NM_001161822
chr10	5921702	5922100	36	288	40	236	40	257	43	330	53	349	66	Promoter (<=1kb)	300	Rgs17	NM_001161822
chr10	5922204	5922270	8	41	4	26	2	37	1	52	5	41	1	Promoter (<=1kb)	130	Rgs17	NM_001161822
chr10	5922440	5922634	23	157	18	138	18	130	14	163	21	144	18	Promoter (<=1kb)	-41	Rgs17	NM_019958
chr10	5924179	5924192	3	48	42	43	43	57	54	63	62	54	48	Promoter (1-2kb)	-1780	Rgs17	NM_019958
chr10	6021315	6021537	6	65	25	90	29	105	28	103	36	98	33	Distal Intergenic	-98916	Rgs17	NM_019958
chr10	6035647	6036025	18	264	104	224	88	305	125	277	120	318	139	Distal Intergenic	-113248	Rgs17	NM_019958
chr10	6036127	6036240	5	122	39	97	26	146	54	135	45	133	39	Distal Intergenic	-113728	Rgs17	NM_019958
chr10	6514359	6514411	3	NA	NA	NA	NA	NA	NA	23	17	NA	NA	Distal Intergenic	-244182	Oprm1	NM_001302794
chr10	6694288	6694664	9	100	72	84	68	93	74	129	107	107	81	Distal Intergenic	-63929	Oprm1	NM_001302794
chr10	6694791	6694878	4	29	19	NA	NA	54	41	46	32	42	31	Distal Intergenic	-63715	Oprm1	NM_001302794
chr10	6728848	6728881	3	22	22	44	42	42	39	29	27	31	30	Distal Intergenic	-29712	Oprm1	NM_001302794
chr10	6777613	6777766	4	NA	NA	NA	NA	NA	NA	20	3	NA	NA	Intron (NM_001302794/Oprm1, intron 1 of 3)	-10804	Oprm1	NM_001304937
chr10	6788307	6788705	11	61	37	37	19	67	44	57	23	60	34	Promoter (<=1kb)	0	Oprm1	NM_001304937
chr10	6788722	6789105	17	219	104	272	117	248	119	310	147	294	127	Promoter (<=1kb)	147	Oprm1	NM_001039652
chr10	7031401	7031478	4	26	23	24	21	50	47	28	28	NA	NA	Intron (NM_001302795/Oprm1, intron 5 of 5)	-8217	Ipcef1	NM_001033391
chr10	7035537	7035808	10	107	106	120	118	126	124	111	110	145	140	Intron (NM_001302795/Oprm1, intron 5 of 5)	-12353	Ipcef1	NM_001033391
chr10	7063019	7063118	3	78	69	83	77	90	84	80	69	93	87	Distal Intergenic	-39835	Ipcef1	NM_001033391
chr10	7063228	7063322	3	89	87	94	91	96	93	87	86	96	94	Distal Intergenic	-40044	Ipcef1	NM_001033391
chr10	7076321	7076573	8	162	82	184	74	196	78	202	83	180	95	Distal Intergenic	-53137	Ipcef1	NM_001033391
chr10	7096788	7097063	11	102	95	113	106	144	130	131	119	143	135	Distal Intergenic	-73604	Ipcef1	NM_001033391
chr10	7097092	7097394	12	207	193	208	199	295	274	259	238	250	226	Distal Intergenic	-73908	Ipcef1	NM_001033391
chr10	7118375	7118659	6	131	29	147	31	182	33	163	31	155	25	Downstream (<1kb)	93578	Cnksr3	NM_172546
chr10	7118901	7119111	6	42	10	70	16	72	20	69	11	64	28	3' UTR	93126	Cnksr3	NM_172546
chr10	7125087	7125340	6	113	112	100	98	102	98	128	126	122	117	Intron (NM_172546/Cnksr3, intron 12 of 12)	86897	Cnksr3	NM_172546
chr10	7158867	7159099	8	51	1	68	1	42	2	83	1	58	0	Intron (NM_172546/Cnksr3, intron 2 of 12)	53138	Cnksr3	NM_172546
chr10	7159436	7159683	5	87	30	114	30	101	33	115	40	117	35	Intron (NM_172546/Cnksr3, intron 2 of 12)	52554	Cnksr3	NM_172546
chr10	7165378	7165639	5	30	23	NA	NA	32	20	43	24	45	30	Intron (NM_172546/Cnksr3, intron 1 of 12)	46598	Cnksr3	NM_172546
chr10	7187933	7188009	4	72	69	96	91	101	99	78	74	95	93	Intron (NM_172546/Cnksr3, intron 1 of 12)	24228	Cnksr3	NM_172546
chr10	7188127	7188307	4	58	48	54	49	69	61	76	67	66	51	Intron (NM_172546/Cnksr3, intron 1 of 12)	23930	Cnksr3	NM_172546
chr10	7191559	7191702	3	21	21	20	20	NA	NA	36	35	48	48	Intron (NM_172546/Cnksr3, intron 1 of 12)	20535	Cnksr3	NM_172546
chr10	7208779	7209203	9	188	145	171	132	203	156	214	164	225	164	Intron (NM_172546/Cnksr3, intron 1 of 12)	3034	Cnksr3	NM_172546
chr10	7209304	7209459	4	94	91	93	91	123	122	111	108	128	123	Promoter (2-3kb)	2778	Cnksr3	NM_172546
chr10	7209596	7209627	4	72	71	72	67	108	105	116	110	96	93	Promoter (2-3kb)	2610	Cnksr3	NM_172546
chr10	7211175	7211540	23	327	4	321	7	317	1	387	7	461	13	Promoter (<=1kb)	697	Cnksr3	NM_172546
chr10	7211581	7211965	35	337	8	354	9	301	2	314	8	405	8	Promoter (<=1kb)	272	Cnksr3	NM_172546
chr10	7211996	7212336	34	97	1	79	0	189	7	106	0	184	4	Promoter (<=1kb)	0	Cnksr3	NM_172546
chr10	7212400	7212760	13	154	4	182	2	185	2	218	6	219	5	Promoter (<=1kb)	-164	Cnksr3	NM_172546
chr10	7212865	7212891	3	49	0	67	2	79	2	77	2	66	5	Promoter (<=1kb)	-629	Cnksr3	NM_172546
chr10	7213119	7213369	7	89	26	106	48	140	53	144	64	127	57	Promoter (<=1kb)	-883	Cnksr3	NM_172546
chr10	7213485	7213642	4	121	114	117	108	134	125	140	126	139	132	Promoter (1-2kb)	-1249	Cnksr3	NM_172546
chr10	7234842	7235020	4	40	29	38	25	26	17	48	33	38	27	Distal Intergenic	-22606	Cnksr3	NM_172546
chr10	7283497	7283633	4	35	34	41	40	37	37	52	44	50	48	Distal Intergenic	-71261	Cnksr3	NM_172546
chr10	7291194	7291317	3	75	56	77	55	95	71	82	59	95	75	Distal Intergenic	-78958	Cnksr3	NM_172546
chr10	7323293	7323389	3	23	13	21	10	26	15	22	16	29	17	Distal Intergenic	-111057	Cnksr3	NM_172546
chr10	7333562	7333753	11	80	28	91	35	85	32	49	13	82	25	Distal Intergenic	-121326	Cnksr3	NM_172546
chr10	7334959	7335136	4	39	36	32	25	52	41	35	32	45	37	Distal Intergenic	-122723	Cnksr3	NM_172546
chr10	7390272	7390671	14	240	125	220	86	259	118	282	138	302	118	Distal Intergenic	82806	Ulbp1	NM_029975
chr10	7390678	7391054	34	348	10	525	29	557	25	531	15	609	25	Distal Intergenic	82423	Ulbp1	NM_029975
chr10	7391103	7391489	32	295	12	229	10	278	12	254	4	288	14	Distal Intergenic	81988	Ulbp1	NM_029975
chr10	7391595	7392013	28	215	4	240	15	257	7	211	8	256	8	Distal Intergenic	81464	Ulbp1	NM_029975
chr10	7392064	7392442	30	327	15	394	30	447	29	443	26	379	25	Distal Intergenic	81035	Ulbp1	NM_029975
chr10	7392457	7392821	32	392	105	441	149	344	100	496	134	340	95	Distal Intergenic	80656	Ulbp1	NM_029975
chr10	7392895	7393285	24	351	202	352	187	390	188	408	213	491	288	Distal Intergenic	80192	Ulbp1	NM_029975
chr10	7393334	7393724	27	97	80	94	74	151	100	120	86	198	139	Distal Intergenic	79753	Ulbp1	NM_029975
chr10	7393753	7394173	18	156	147	153	142	192	175	208	187	208	195	Distal Intergenic	79304	Ulbp1	NM_029975
chr10	7394673	7394813	3	27	19	33	31	44	36	38	33	43	36	Distal Intergenic	78664	Ulbp1	NM_029975
chr10	7406535	7406613	8	NA	NA	41	40	NA	NA	41	41	NA	NA	Distal Intergenic	66864	Ulbp1	NM_029975
chr10	7458729	7458756	4	NA	NA	20	20	20	20	20	20	NA	NA	Intron (NM_029975/Ulbp1, intron 1 of 5)	14721	Ulbp1	NM_029975
chr10	7470222	7470297	6	170	2	189	5	200	5	158	3	219	1	Intron (NM_029975/Ulbp1, intron 1 of 5)	3180	Ulbp1	NM_029975
chr10	7470466	7470518	5	40	1	47	2	29	0	36	1	52	0	Promoter (2-3kb)	2959	Ulbp1	NM_029975
chr10	7473363	7473543	5	46	27	45	22	55	32	55	41	48	30	Promoter (<=1kb)	0	Ulbp1	NM_029975
chr10	7484721	7484784	3	68	39	67	41	70	35	73	44	70	40	Distal Intergenic	-11245	Ulbp1	NM_029975
chr10	7491331	7491417	3	34	24	NA	NA	37	29	NA	NA	42	31	Distal Intergenic	-17855	Ulbp1	NM_029975
chr10	7491622	7491735	4	58	47	47	36	56	48	67	55	47	39	Distal Intergenic	-18146	Ulbp1	NM_029975
chr10	7491883	7492221	12	86	49	79	52	100	65	93	59	92	63	Distal Intergenic	-18407	Ulbp1	NM_029975
chr10	7492258	7492612	13	188	118	212	144	230	140	255	167	246	155	Distal Intergenic	-18782	Ulbp1	NM_029975
chr10	7589287	7589672	13	272	32	338	47	352	49	398	47	378	41	Promoter (<=1kb)	-128	Lrp11	NM_172784
chr10	7589695	7590096	41	114	4	127	2	140	3	128	0	109	2	Promoter (<=1kb)	0	Lrp11	NM_172784
chr10	7590098	7590471	47	86	2	120	3	140	12	191	7	165	6	Promoter (<=1kb)	299	Lrp11	NM_172784
chr10	7590523	7590908	26	101	30	93	19	121	20	144	30	194	59	Promoter (<=1kb)	724	Lrp11	NM_172784
chr10	7592309	7592362	3	77	67	67	60	80	77	75	68	81	74	Promoter (2-3kb)	2510	Lrp11	NM_172784
chr10	7600845	7600943	4	55	17	43	10	79	23	80	29	87	27	Intron (NM_172784/Lrp11, intron 3 of 6)	11046	Lrp11	NM_172784
chr10	7612030	7612189	4	106	100	106	100	121	112	115	106	101	95	Intron (NM_172784/Lrp11, intron 6 of 6)	22231	Lrp11	NM_172784
chr10	7640423	7640455	3	38	35	35	35	30	30	30	29	31	31	Intron (NM_008786/Pcmt1, intron 5 of 7)	-22916	A630066F11Rik	NR_030698
chr10	7640556	7640714	9	63	63	77	76	79	78	122	121	104	101	Exon (NM_008786/Pcmt1, exon 5 of 8)	-22657	A630066F11Rik	NR_030698
chr10	7662456	7662944	27	200	0	172	5	143	3	169	3	179	9	Promoter (<=1kb)	-427	A630066F11Rik	NR_030698
chr10	7662953	7663430	57	492	6	533	2	587	10	631	11	630	8	Promoter (<=1kb)	0	A630066F11Rik	NR_030698
chr10	7663436	7663924	28	195	7	190	6	259	5	367	14	254	7	Promoter (<=1kb)	0	Pcmt1	NM_008786
chr10	7664098	7664165	4	56	28	64	17	83	36	82	30	96	38	Promoter (<=1kb)	-515	Pcmt1	NM_008786
chr10	7665348	7665453	4	33	32	39	37	45	43	43	40	42	42	Promoter (1-2kb)	-1765	Pcmt1	NM_008786
chr10	7667313	7667616	14	107	2	95	1	95	1	124	2	167	1	Promoter (<=1kb)	0	Nup43	NM_145706
chr10	7667630	7667927	17	127	10	66	1	127	5	125	8	125	6	Promoter (<=1kb)	127	Nup43	NM_145706
chr10	7680608	7680941	20	407	11	504	23	586	15	460	16	538	14	Promoter (<=1kb)	217	BC020402	NR_033219
chr10	7680956	7681296	42	171	2	268	5	242	4	218	2	249	1	Promoter (<=1kb)	0	BC020402	NR_033219
chr10	7681731	7682119	18	86	8	85	10	156	9	142	8	112	9	Promoter (<=1kb)	523	Lats1	NM_010690
chr10	7715029	7715385	7	53	44	37	31	71	58	80	69	78	67	3' UTR	-10615	Katna1	NM_011835
chr10	7725857	7726266	42	268	5	398	7	392	7	340	4	364	9	Promoter (<=1kb)	0	Katna1	NM_011835
chr10	7726674	7726816	3	45	0	39	0	63	3	48	0	53	0	Promoter (<=1kb)	675	Katna1	NM_011835
chr10	7736787	7736944	6	214	209	171	167	224	224	232	230	224	220	Intron (NM_011835/Katna1, intron 1 of 10)	10788	Katna1	NM_011835
chr10	7780404	7780851	43	177	4	308	18	213	6	266	4	239	9	Promoter (<=1kb)	66	Ginm1	NM_145418
chr10	7780970	7781166	12	62	0	90	0	63	1	105	2	74	0	Promoter (<=1kb)	-54	Ginm1	NM_145418
chr10	7792527	7792935	38	291	11	339	13	460	15	345	12	437	18	Promoter (<=1kb)	0	Ppil4	NM_026141
chr10	7792944	7793356	22	109	4	192	3	204	3	184	2	239	0	Promoter (<=1kb)	51	Ppil4	NM_026141
chr10	7808409	7808521	3	NA	NA	NA	NA	22	17	NA	NA	NA	NA	Intron (NM_026141/Ppil4, intron 10 of 12)	15516	Ppil4	NM_026141
chr10	7820323	7820512	5	69	66	87	87	86	83	78	77	90	90	Intron (NM_026141/Ppil4, intron 12 of 12)	-11958	Zc3h12d	NM_172785
chr10	7841637	7841863	6	109	62	123	82	125	86	116	78	120	73	Intron (NM_172785/Zc3h12d, intron 2 of 5)	5257	Mir5104	NR_039563
chr10	7841919	7842160	8	81	36	99	41	109	36	139	66	111	51	Intron (NM_172785/Zc3h12d, intron 2 of 5)	5539	Mir5104	NR_039563
chr10	7842273	7842410	9	65	57	68	56	109	99	93	76	118	106	Intron (NM_172785/Zc3h12d, intron 2 of 5)	5893	Mir5104	NR_039563
chr10	7851785	7851861	3	64	28	63	32	80	36	73	34	72	35	Intron (NM_172785/Zc3h12d, intron 2 of 5)	15405	Mir5104	NR_039563
chr10	7862139	7862589	21	175	165	175	169	201	197	159	149	231	223	Exon (NM_172785/Zc3h12d, exon 4 of 6)	25759	Mir5104	NR_039563
chr10	7862702	7862785	4	NA	NA	20	19	NA	NA	NA	NA	NA	NA	Intron (NM_172785/Zc3h12d, intron 4 of 5)	26322	Mir5104	NR_039563
chr10	7863602	7863784	5	63	52	82	73	104	92	73	64	100	92	Intron (NM_172785/Zc3h12d, intron 4 of 5)	27222	Mir5104	NR_039563
chr10	7867203	7867486	25	106	68	71	44	111	60	76	43	144	91	Exon (NM_172785/Zc3h12d, exon 6 of 6)	30823	Mir5104	NR_039563
chr10	7867514	7867804	25	77	53	119	88	95	68	62	46	76	57	Exon (NM_172785/Zc3h12d, exon 6 of 6)	31134	Mir5104	NR_039563
chr10	7870920	7871393	12	127	88	112	73	168	110	160	95	137	85	Distal Intergenic	34540	Mir5104	NR_039563
chr10	7875874	7876047	3	41	25	46	28	51	30	38	26	55	36	Distal Intergenic	39494	Mir5104	NR_039563
chr10	7883719	7883860	4	54	5	64	5	63	12	67	10	77	19	Distal Intergenic	47339	Mir5104	NR_039563
chr10	7883983	7884087	3	33	32	48	48	55	55	49	47	50	49	Distal Intergenic	47603	Mir5104	NR_039563
chr10	7900053	7900147	4	36	32	42	39	43	41	39	39	51	48	Distal Intergenic	55976	Tab2	NM_138667
chr10	7954717	7954885	5	134	10	156	16	188	17	185	9	160	13	Promoter (1-2kb)	1238	Tab2	NM_138667
chr10	7955042	7955076	3	73	3	53	0	85	2	101	3	110	1	Promoter (1-2kb)	1047	Tab2	NM_138667
chr10	7955191	7955496	16	156	7	198	10	208	8	237	5	224	11	Promoter (<=1kb)	627	Tab2	NM_138667
chr10	7956488	7956823	45	83	2	110	2	158	3	70	1	75	2	Promoter (<=1kb)	-366	Tab2	NM_138667
chr10	7956855	7957212	16	138	3	209	9	166	5	204	13	187	8	Promoter (<=1kb)	-733	Tab2	NM_138667
chr10	7957386	7957498	3	46	14	71	27	69	19	91	33	67	21	Promoter (1-2kb)	-1264	Tab2	NM_138667
chr10	7959155	7959293	4	30	17	36	23	56	32	56	26	73	45	Distal Intergenic	-3033	Tab2	NM_138667
chr10	8007421	8007564	3	34	10	48	22	37	15	43	21	35	18	Distal Intergenic	-51299	Tab2	NM_138667
chr10	8011229	8011437	9	205	172	263	214	274	233	270	237	278	230	Distal Intergenic	-55107	Tab2	NM_138667
chr10	8011854	8011945	4	57	32	55	32	60	40	76	54	77	53	Distal Intergenic	-55732	Tab2	NM_138667
chr10	8027025	8027172	4	62	42	79	55	87	59	88	57	77	50	Distal Intergenic	-70903	Tab2	NM_138667
chr10	8028797	8028811	3	27	22	28	19	40	34	57	49	23	16	Distal Intergenic	-72675	Tab2	NM_138667
chr10	8055312	8055598	6	58	45	69	56	83	61	86	76	81	65	Distal Intergenic	-99190	Tab2	NM_138667
chr10	8079913	8079961	4	25	25	28	26	20	19	35	33	20	19	Distal Intergenic	-123791	Tab2	NM_138667
chr10	8086667	8086777	3	57	20	53	27	54	21	72	43	57	31	Distal Intergenic	-130545	Tab2	NM_138667
chr10	8089343	8089584	9	103	27	100	24	149	33	124	32	149	44	Distal Intergenic	-133221	Tab2	NM_138667
chr10	8130383	8130745	9	167	113	167	109	178	125	157	107	172	120	Distal Intergenic	-174261	Tab2	NM_138667
chr10	8130760	8131116	12	164	105	180	108	222	152	218	156	222	140	Distal Intergenic	-174638	Tab2	NM_138667
chr10	8133726	8133805	4	NA	NA	NA	NA	22	12	NA	NA	NA	NA	Distal Intergenic	-177604	Tab2	NM_138667
chr10	8135128	8135328	6	33	24	40	35	37	24	32	19	40	32	Distal Intergenic	-179006	Tab2	NM_138667
chr10	8153000	8153140	4	NA	NA	20	12	21	8	29	20	22	15	Distal Intergenic	-196878	Tab2	NM_138667
chr10	8156358	8156503	9	39	37	70	67	83	82	38	35	54	53	Distal Intergenic	-200236	Tab2	NM_138667
chr10	8174585	8174637	3	NA	NA	NA	NA	NA	NA	NA	NA	20	14	Distal Intergenic	-218463	Tab2	NM_138667
chr10	8184651	8184768	4	23	23	21	17	21	17	NA	NA	NA	NA	Distal Intergenic	-228529	Tab2	NM_138667
chr10	8185912	8185966	4	36	35	32	31	21	21	32	30	40	37	Distal Intergenic	-229790	Tab2	NM_138667
chr10	8207491	8207638	12	54	47	86	79	89	83	78	73	50	46	Exon (NM_177387/Ust, exon 8 of 8)	-251369	Tab2	NM_138667
chr10	8228108	8228182	3	NA	NA	NA	NA	NA	NA	NA	NA	22	20	Intron (NM_177387/Ust, intron 7 of 7)	-271986	Tab2	NM_138667
chr10	8240537	8240709	4	98	41	94	28	135	42	123	43	123	39	Intron (NM_177387/Ust, intron 7 of 7)	278116	Ust	NM_177387
chr10	8242481	8242617	4	42	18	64	25	66	19	92	26	76	29	Intron (NM_177387/Ust, intron 7 of 7)	276208	Ust	NM_177387
chr10	8257335	8257429	3	NA	NA	NA	NA	NA	NA	26	18	NA	NA	Intron (NM_177387/Ust, intron 5 of 7)	261396	Ust	NM_177387
chr10	8257602	8257731	8	90	68	121	89	151	113	161	115	149	110	Intron (NM_177387/Ust, intron 5 of 7)	261094	Ust	NM_177387
chr10	8259711	8259877	4	31	7	47	12	55	23	50	13	61	24	Intron (NM_177387/Ust, intron 5 of 7)	258948	Ust	NM_177387
chr10	8263363	8263456	7	43	39	29	23	29	29	32	29	74	66	Intron (NM_177387/Ust, intron 5 of 7)	255369	Ust	NM_177387
chr10	8358781	8358858	7	102	96	120	114	135	129	156	149	186	180	Intron (NM_177387/Ust, intron 2 of 7)	159967	Ust	NM_177387
chr10	8359093	8359150	4	NA	NA	20	17	36	33	31	30	36	28	Intron (NM_177387/Ust, intron 2 of 7)	159675	Ust	NM_177387
chr10	8364631	8364723	3	30	19	38	23	45	40	56	40	43	30	Intron (NM_177387/Ust, intron 2 of 7)	154102	Ust	NM_177387
chr10	8477738	8478005	8	21	18	NA	NA	NA	NA	27	22	25	20	Intron (NM_177387/Ust, intron 1 of 7)	40820	Ust	NM_177387
chr10	8489351	8489405	3	21	20	NA	NA	NA	NA	37	26	24	15	Intron (NM_177387/Ust, intron 1 of 7)	29420	Ust	NM_177387
chr10	8501234	8501367	3	25	22	NA	NA	27	23	35	29	31	24	Intron (NM_177387/Ust, intron 1 of 7)	17458	Ust	NM_177387
chr10	8516226	8516402	4	61	60	74	72	82	78	102	99	74	70	Promoter (2-3kb)	2423	Ust	NM_177387
chr10	8516727	8516767	3	59	58	48	45	66	62	74	68	68	64	Promoter (2-3kb)	2058	Ust	NM_177387
chr10	8516885	8516994	4	102	92	128	108	148	129	148	126	118	102	Promoter (1-2kb)	1831	Ust	NM_177387
chr10	8517268	8517397	4	NA	NA	NA	NA	42	30	44	26	43	26	Promoter (1-2kb)	1428	Ust	NM_177387
chr10	8517834	8518179	21	193	32	135	30	196	42	263	49	210	54	Promoter (<=1kb)	646	Ust	NM_177387
chr10	8518192	8518537	29	88	10	76	12	105	11	108	11	122	6	Promoter (<=1kb)	288	Ust	NM_177387
chr10	8518546	8518893	29	60	2	146	5	192	7	117	3	148	3	Promoter (<=1kb)	0	Ust	NM_177387
chr10	8519080	8519270	10	141	18	175	9	181	20	177	16	172	13	Promoter (<=1kb)	-256	Ust	NM_177387
chr10	8523179	8523336	3	22	20	NA	NA	25	23	30	29	36	35	Distal Intergenic	-4355	Ust	NM_177387
chr10	8529058	8529204	4	43	38	43	42	56	54	65	57	52	48	Distal Intergenic	-10234	Ust	NM_177387
chr10	8529339	8529639	10	164	151	188	165	227	209	237	213	230	214	Distal Intergenic	-10515	Ust	NM_177387
chr10	8537229	8537327	4	33	28	30	23	50	34	48	40	37	32	Distal Intergenic	-18405	Ust	NM_177387
chr10	8551934	8552069	5	154	146	194	182	183	172	194	183	234	218	Distal Intergenic	-33110	Ust	NM_177387
chr10	8554269	8554541	12	32	24	40	30	41	32	29	21	49	41	Distal Intergenic	-35445	Ust	NM_177387
chr10	8556452	8556681	9	NA	NA	NA	NA	NA	NA	40	33	NA	NA	Distal Intergenic	-37628	Ust	NM_177387
chr10	8582633	8582857	5	41	32	40	31	48	37	54	40	59	46	Distal Intergenic	-63809	Ust	NM_177387
chr10	8715747	8716056	10	255	28	280	32	295	30	290	35	315	31	Distal Intergenic	170014	Sash1	NM_175155
chr10	8760960	8761058	5	80	74	85	78	98	90	122	111	108	101	Intron (NM_175155/Sash1, intron 8 of 19)	125012	Sash1	NM_175155
chr10	8761184	8761375	5	78	71	82	75	102	90	71	67	95	88	Intron (NM_175155/Sash1, intron 8 of 19)	124695	Sash1	NM_175155
chr10	8761743	8761970	6	37	34	48	43	36	29	52	43	58	54	Intron (NM_175155/Sash1, intron 8 of 19)	124100	Sash1	NM_175155
chr10	8762095	8762413	13	165	158	146	140	188	178	186	178	201	194	Intron (NM_175155/Sash1, intron 8 of 19)	123657	Sash1	NM_175155
chr10	8762539	8762644	9	124	120	150	147	150	141	134	131	177	166	Intron (NM_175155/Sash1, intron 8 of 19)	123426	Sash1	NM_175155
chr10	8766070	8766252	7	53	47	78	73	75	68	70	68	60	57	Intron (NM_175155/Sash1, intron 8 of 19)	119818	Sash1	NM_175155
chr10	8792597	8792690	5	176	41	153	36	158	46	198	30	190	45	Intron (NM_175155/Sash1, intron 4 of 19)	93380	Sash1	NM_175155
chr10	8792807	8792869	3	39	32	42	35	57	45	74	64	60	53	Intron (NM_175155/Sash1, intron 4 of 19)	93201	Sash1	NM_175155
